city,gu,dong,park_name,park_type,park_area,park_exercise_facility,park_entertainment_facility,park_benefit_facility,park_cultural_facility,park_facility_other
서울특별시,동작구,신대방동,은하수,어린이공원,4726.0,0,0,0,0,0
서울특별시,동작구,상도동,장미,어린이공원,410.5,0,0,0,0,0
서울특별시,동작구,사당동,노루,어린이공원,337.0,0,0,0,0,0
서울특별시,동작구,사당동,새싹,어린이공원,780.0,0,0,0,0,0
서울특별시,동작구,사당동,꿈돌이,어린이공원,761.0,0,0,0,0,0
서울특별시,동작구,사당동,동산,어린이공원,466.1,0,0,0,0,0
서울특별시,동작구,사당동,토끼,어린이공원,821.7,0,0,0,0,0
서울특별시,동작구,대방동,참새,어린이공원,2982.7,0,0,0,0,0
서울특별시,동작구,신대방동,칸나,소공원,241.0,0,0,0,0,0
서울특별시,동작구,사당동,양지,어린이공원,568.0,0,0,0,0,0
서울특별시,동작구,상도동,새벽,어린이공원,496.0,0,0,0,0,0
서울특별시,동작구,상도동,옹달샘,어린이공원,445.0,0,0,0,0,0
서울특별시,동작구,동작동,동작주차,근린공원,42220.0,0,0,0,0,0
서울특별시,동작구,사당동,샛별,어린이공원,344.7,0,0,0,0,0
서울특별시,동작구,사당동,반달,어린이공원,182.0,0,0,0,0,0
서울특별시,동작구,사당동,늘푸른,어린이공원,1503.0,0,0,0,0,0
서울특별시,동작구,본동,본동,어린이공원,2195.5,0,0,0,0,0
서울특별시,동작구,사당동,개나리,어린이공원,454.0,0,0,0,0,0
서울특별시,동작구,신대방동,청명,어린이공원,1024.0,0,0,0,0,0
서울특별시,동작구,신대방동,해당화,어린이공원,374.0,0,0,0,0,0
서울특별시,동작구,흑석동,비계,소공원,298.4,0,0,0,0,0
서울특별시,동작구,상도동,태양,어린이공원,1514.5,0,0,0,0,0
서울특별시,동작구,흑석동,서달,소공원,254.8,0,0,0,0,0
서울특별시,동작구,사당동,까치,어린이공원,1604.3,0,0,0,0,0
서울특별시,동작구,동작동,희망,어린이공원,2654.3,0,0,0,0,0
서울특별시,동작구,사당동,남성,소공원,924.1,0,0,0,0,0
서울특별시,동작구,본동,충효,소공원,1081.8,0,0,0,0,0
서울특별시,동작구,상도동,꿈나무,어린이공원,1500.0,0,0,0,0,0
서울특별시,동작구,상도동,빙수골,소공원,822.0,0,0,0,0,0
서울특별시,동작구,상도동,국화원,소공원,757.0,0,0,0,0,0
서울특별시,동작구,상도동,흐리목,소공원,1869.7,0,0,0,0,0
서울특별시,동작구,흑석동,까망돌,어린이공원,1904.5,0,0,0,0,0
서울특별시,동작구,사당동,해밀,어린이공원,2392.0,0,0,0,0,0
서울특별시,동작구,상도동,영도,소공원,1737.0,0,0,0,0,0
서울특별시,동작구,상도동,나비,소공원,564.1,0,0,0,0,0
서울특별시,동작구,상도동,꽃담길,소공원,206.0,0,0,0,0,0
서울특별시,동작구,흑석동,흑석,소공원,442.0,0,0,0,0,0
서울특별시,금천구,가산동,골말,어린이공원,1485.0,0,2,1,0,2
서울특별시,금천구,가산동,무아래,어린이공원,1162.6,0,2,1,0,1
서울특별시,금천구,가산동,조마,어린이공원,1003.0,0,4,0,0,2
서울특별시,금천구,시흥동,금천폭포공원,근린공원,7650.0,0,0,0,1,1
서울특별시,금천구,독산동,독산근린공원,근린공원,18005.5,2,0,2,0,1
서울특별시,금천구,독산동,독산자연공원,근린공원,7650.0,2,0,3,0,0
서울특별시,금천구,시흥동,삼성산시민휴식공원,근린공원,10118.0,1,2,0,0,1
서울특별시,금천구,독산동,금천체육공원,근린공원,18083.0,3,4,3,0,1
서울특별시,금천구,시흥동,산기슭공원,근린공원,8412.0,1,1,1,0,1
서울특별시,금천구,독산동,감로천생태공원,근린공원,15000.0,2,0,0,0,1
서울특별시,종로구,무악동,무악공원,어린이공원,5136.0,0,0,1,0,0
서울특별시,종로구,명륜1가,명륜공원,어린이공원,1149.5,0,2,1,0,0
서울특별시,종로구,명륜3가,경학공원,어린이공원,3269.0,0,0,0,0,0
서울특별시,종로구,신문로1가,덕수공원,소공원,873.0,0,0,0,0,0
서울특별시,종로구,명륜3가,와룡공원,근린공원,204369.0,3,0,2,0,0
서울특별시,중구,정동,정동공원,근린공원,8230.0,0,0,1,0,0
서울특별시,중구,을지로5가,훈련원공원,근린공원,16735.0,1,0,1,0,0
서울특별시,중구,신당동,응봉공원,근린공원,107695.0,1,0,1,0,0
서울특별시,중구,충무로5가,묵정공원,어린이공원,3907.0,0,1,2,0,0
서울특별시,중구,황학동,황학공원,어린이공원,1087.0,0,1,2,0,0
서울특별시,중구,정동,배재공원,어린이공원,2877.0,0,0,1,1,0
서울특별시,중구,신당동,꿈누리공원,어린이공원,2569.0,0,1,0,0,0
서울특별시,중구,신당동,동화공원,어린이공원,3071.0,0,1,0,0,0
서울특별시,중구,순화동,순화어린이공원,어린이공원,1439.0,0,1,0,0,0
서울특별시,중구,정동,진달래공원,소공원,713.0,0,0,0,0,0
서울특별시,중구,만리동2가,만리2구역1공원,소공원,1204.2,0,0,0,0,0
서울특별시,중구,만리동2가,만리2구역2공원,소공원,3394.5,0,0,0,0,0
서울특별시,중구,만리동2가,손기정공원,체육공원,29682.0,3,1,2,0,0
서울특별시,중구,순화동,순화문화공원,문화공원,2103.0,0,0,0,0,0
서울특별시,동대문구,청량리동,청량,근린공원,242864.0,0,0,0,1,0
서울특별시,동대문구,신설동,우산각,어린이공원,5294.2,0,3,1,1,1
서울특별시,동대문구,용두동,느티나무,어린이공원,1719.0,0,0,0,0,0
서울특별시,동대문구,장안동,안골,어린이공원,1652.3,0,1,1,0,0
서울특별시,동대문구,장안동,마로니에,어린이공원,1656.2,0,1,0,0,0
서울특별시,동대문구,장안동,늘푸른,어린이공원,1653.1,0,3,0,0,0
서울특별시,동대문구,장안동,늘봄,어린이공원,1659.2,0,1,1,0,0
서울특별시,동대문구,장안동,한내,어린이공원,1617.2,0,4,1,0,0
서울특별시,동대문구,전농동,이삭,어린이공원,354.2,0,2,0,0,0
서울특별시,동대문구,답십리동,쉼터,어린이공원,1695.0,0,3,1,0,0
서울특별시,동대문구,장안동,장안,근린공원,14744.8,4,2,3,1,2
서울특별시,동대문구,장안동,장평,근린공원,15698.4,1,0,3,0,1
서울특별시,동대문구,장안동,미나리,어린이공원,1636.3,0,4,1,0,0
서울특별시,동대문구,장안동,장미,어린이공원,1652.8,0,4,0,0,0
서울특별시,동대문구,장안동,샛별,어린이공원,1652.9,0,3,0,0,0
서울특별시,동대문구,이문동,천장,어린이공원,1656.0,0,0,0,0,0
서울특별시,동대문구,청량리동,홍릉,근린공원,102920.0,1,2,4,1,0
서울특별시,동대문구,답십리동,답십리,근린공원,160419.1,2,0,3,0,0
서울특별시,동대문구,전농동,배봉산,근린공원,265582.0,2,5,3,1,4
서울특별시,동대문구,장안동,미리내,어린이공원,833.0,0,2,1,0,0
서울특별시,동대문구,장안동,이슬,어린이공원,336.0,0,2,1,0,0
서울특별시,동대문구,용두동,용머리,어린이공원,738.5,0,3,0,0,0
서울특별시,동대문구,장안동,장일,어린이공원,992.0,0,3,0,0,0
서울특별시,동대문구,휘경동,아름,어린이공원,1116.0,0,1,0,0,0
서울특별시,동대문구,이문동,독구말,어린이공원,973.0,0,3,0,0,0
서울특별시,동대문구,답십리동,동산,어린이공원,1359.2,0,4,1,0,0
서울특별시,동대문구,휘경동,보림,어린이공원,1592.0,0,1,0,0,0
서울특별시,동대문구,용두동,용두희망,어린이공원,1422.0,0,4,0,0,0
서울특별시,동대문구,제기동,방아다리,어린이공원,1537.0,0,2,0,0,0
서울특별시,동대문구,용두동,용두,근린공원,17182.0,0,2,1,1,3
서울특별시,동대문구,전농동,활터(가칭),근린공원,5408.0,0,2,2,0,1
서울특별시,동대문구,답십리동,새샘(가칭),근린공원,9052.0,0,3,2,0,2
서울특별시,동대문구,답십리동,장령당,소공원,1424.0,0,0,1,0,0
서울특별시,동대문구,휘경동,휘봉,어린이공원,1398.0,0,2,0,0,0
서울특별시,동대문구,답십리동,꿈동산,어린이공원,1570.7,0,4,0,0,0
서울특별시,동대문구,회기동,작은언덕,소공원,400.0,0,0,0,0,0
서울특별시,동대문구,전농동,아름드리,어린이공원,2626.5,0,4,0,0,0
서울특별시,동대문구,제기동,선농단,역사공원,3933.0,0,0,0,0,0
서울특별시,동대문구,휘경동,내길,소공원,514.9,0,0,0,0,0
서울특별시,동대문구,휘경동,진달래,어린이공원,2345.0,0,2,0,0,0
서울특별시,동대문구,용두동,용두4구역,소공원,1763.2,0,0,0,0,0
서울특별시,영등포구,당산동4가,이음소공원,소공원,732.0,1,0,1,0,0
서울특별시,영등포구,도림동,고추말어린이공원,어린이공원,3071.0,1,1,2,0,0
서울특별시,영등포구,당산동4가,새말소공원,소공원,1642.0,1,0,1,0,0
서울특별시,영등포구,영등포동2가,중마루근린공원,근린공원,6456.0,1,0,2,0,0
서울특별시,영등포구,영등포동,중앙어린이공원,어린이공원,3671.0,1,1,2,0,0
서울특별시,영등포구,문래동3가,문래근린공원,근린공원,23611.0,2,1,2,0,0
서울특별시,영등포구,당산동5가,당산나루소공원,소공원,1339.0,1,0,2,0,0
서울특별시,영등포구,영등포동8가,서강어린이공원,어린이공원,1797.0,1,1,2,0,0
서울특별시,도봉구,창동,월천근린공원,근린공원,10712.0,2,2,2,0,1
서울특별시,도봉구,창동,초안산근린공원,근린공원,664905.0,6,0,4,1,2
서울특별시,성동구,옥수동,달맞이,근린공원,63411.43,2,2,1,0,0
서울특별시,성동구,하왕십리동,무학봉,근린공원,28843.0,3,0,1,0,0
서울특별시,성동구,용답동,용답휴식,근린공원,6046.9,3,0,1,0,0
서울특별시,성동구,마장동,동마장,어린이공원,1090.9,1,2,1,0,0
서울특별시,성동구,응봉동,응봉새말,어린이공원,311.0,0,2,0,0,0
서울특별시,성동구,사근동,사근,어린이공원,496.0,1,2,0,0,0
서울특별시,성동구,마장동,마장,어린이공원,911.0,1,3,0,0,0
서울특별시,성동구,응봉동,응봉개나리,어린이공원,462.0,0,3,0,0,0
서울특별시,성동구,마장동,서마장,어린이공원,350.3,0,1,0,0,0
서울특별시,성동구,송정동,송정,어린이공원,236.4,0,2,0,0,0
서울특별시,성동구,하왕십리동,미소,어린이공원,3411.0,1,2,0,0,0
서울특별시,성동구,응봉동,응삼,어린이공원,1646.7,1,3,0,0,0
서울특별시,성동구,마장동,보람,어린이공원,823.3,0,2,0,0,0
서울특별시,성동구,홍익동,도선,어린이공원,2332.5,1,1,0,0,0
서울특별시,성동구,행당동,살구골,어린이공원,1573.9,1,0,0,0,0
서울특별시,성동구,행당동,전관원,어린이공원,4760.0,1,2,0,0,0
서울특별시,성동구,송정동,장미,소공원,485.4,1,0,0,0,0
서울특별시,성동구,옥수동,옥정,소공원,711.76,1,0,0,0,0
서울특별시,성동구,옥수동,매봉,소공원,2006.7,1,0,0,0,0
서울특별시,성동구,하왕십리동,왕십리KCC스위첸,소공원,1514.1,1,0,0,0,0
서울특별시,성동구,성수동1가,트리마제,소공원,2762.8,0,0,0,0,0
서울특별시,성동구,하왕십리동,하왕1-5구역,소공원,1451.1,1,0,0,0,0
서울특별시,성동구,행당동,행당4구역,소공원,1235.0,0,0,0,0,0
서울특별시,강북구,우이동,무너미,어린이공원,380.0,0,1,0,0,0
서울특별시,강북구,우이동,솔밭근린공원,근린공원,34955.0,1,1,1,1,1
서울특별시,강북구,미아동,벽오산,어린이공원,1250.0,0,1,0,0,0
서울특별시,강북구,미아동,한빛,어린이공원,1192.1,0,1,1,0,0
서울특별시,강북구,미아동,운산,어린이공원,995.1,0,1,1,0,0
서울특별시,강북구,미아동,으뜸,어린이공원,681.0,0,1,0,0,0
서울특별시,강북구,미아동,세일,어린이공원,839.7,0,1,0,0,0
서울특별시,강북구,미아동,북한산도시자연공원,기타,128341.0,1,1,1,0,1
서울특별시,강북구,번동,오동근린공원,근린공원,1346557.0,4,1,1,1,1
서울특별시,강동구,고덕동,송림공원,근린공원,11491.0,2,0,1,0,0
서울특별시,강동구,상일동,상일공원,근린공원,9704.0,1,0,0,0,0
서울특별시,강동구,암사동,암사동공원,소공원,1022.0,0,0,0,0,0
서울특별시,강동구,강일동,다솜공원,어린이공원,3125.0,0,3,0,0,0
서울특별시,강동구,강일동,꽃보라공원,어린이공원,3185.0,0,2,0,0,0
서울특별시,강동구,강일동,윤슬공원,어린이공원,2591.0,0,3,0,0,0
서울특별시,강동구,강일동,꿈터공원,어린이공원,1804.0,0,3,0,0,0
서울특별시,강동구,강일동,강일공원,근린공원,34591.6,1,0,0,0,0
서울특별시,강동구,강일동,벌말공원,근린공원,86205.7,1,0,1,0,1
서울특별시,강동구,강일동,강덕공원,근린공원,46699.6,2,0,0,0,0
서울특별시,강동구,강일동,능골공원,근린공원,31464.2,2,0,0,0,0
서울특별시,강동구,강일동,구름공원,어린이공원,1540.0,0,3,0,0,0
서울특별시,강동구,둔촌동,일자산공원,근린공원,632733.0,3,1,5,0,2
서울특별시,강동구,상일동,명일공원,근린공원,649709.6,4,1,3,1,0
서울특별시,강동구,길동,달님공원,어린이공원,998.6,1,3,1,0,0
서울특별시,강동구,길동,무궁화공원,어린이공원,996.3,1,2,1,0,0
서울특별시,강동구,길동,희망공원,어린이공원,992.4,1,3,1,0,0
서울특별시,강동구,길동,성심공원,어린이공원,992.3,1,2,0,0,0
서울특별시,강동구,상일동,미리내공원,어린이공원,4286.2,2,0,0,0,0
서울특별시,강동구,상일동,동자공원,어린이공원,1520.8,1,0,0,0,0
서울특별시,강동구,상일동,게내공원,어린이공원,1500.0,1,1,1,0,0
서울특별시,강동구,상일동,까치공원,어린이공원,1965.8,2,2,0,0,0
서울특별시,강동구,상일동,하늬공원,어린이공원,2233.2,0,4,1,0,0
서울특별시,은평구,불광동,새장골어린이공원,어린이공원,992.0,0,5,1,0,0
서울특별시,은평구,대조동,대조어린이공원,어린이공원,4176.9,0,3,1,0,0
서울특별시,은평구,갈현동,길마어린이공원,어린이공원,1596.7,0,6,1,0,0
서울특별시,은평구,갈현동,좌월어린이공원,어린이공원,1398.3,0,5,1,0,0
서울특별시,은평구,갈현동,박석어린이공원,어린이공원,856.9,0,4,1,0,0
서울특별시,은평구,녹번동,새록어린이공원,어린이공원,956.0,0,3,1,0,0
서울특별시,은평구,녹번동,신록어린이공원,어린이공원,469.0,0,2,0,0,0
서울특별시,은평구,응암동,응암어린이공원,어린이공원,992.1,0,2,1,0,0
서울특별시,은평구,응암동,포수동어린이공원,어린이공원,987.8,0,6,1,0,0
서울특별시,은평구,응암동,참다래어린이공원,어린이공원,954.4,0,5,1,0,0
서울특별시,은평구,역촌동,역마을어린이공원,어린이공원,949.1,0,4,1,0,0
서울특별시,은평구,역촌동,역말어린이공원,어린이공원,966.3,0,6,1,0,0
서울특별시,은평구,역촌동,인조유기비어린이공원,어린이공원,1256.9,0,1,0,0,0
서울특별시,은평구,갈현동,궁말어린이공원,어린이공원,1190.0,0,4,0,0,0
서울특별시,은평구,신사동,새락골어린이공원,어린이공원,994.0,0,4,1,0,0
서울특별시,은평구,신사동,신흥어린이공원,어린이공원,937.9,0,5,1,0,0
서울특별시,은평구,증산동,시루뫼어린이공원,어린이공원,999.6,0,4,1,0,0
서울특별시,은평구,증산동,까치어린이공원,어린이공원,1005.0,0,4,1,0,0
서울특별시,은평구,역촌동,연서어린이공원,어린이공원,956.0,0,4,1,0,0
서울특별시,은평구,갈현동,서갈현어린이공원,어린이공원,1532.2,0,4,1,0,0
서울특별시,은평구,응암동,응암4동어린이공원,어린이공원,1526.0,0,1,0,0,0
서울특별시,은평구,구산동,역촌근린공원,근린공원,52500.0,1,0,0,0,0
서울특별시,은평구,구산동,구산근린공원,근린공원,32300.0,0,0,0,0,0
서울특별시,은평구,갈현동,갈곡리어린이공원,어린이공원,1738.7,0,4,1,1,0
서울특별시,은평구,증산동,분토골어린이공원,어린이공원,996.0,0,4,1,0,0
서울특별시,은평구,녹번동,녹번1-3지구어린이공원,어린이공원,5226.0,0,4,0,0,0
서울특별시,은평구,응암동,백련근린공원<시공원>,근린공원,316918.0,1,2,3,1,0
서울특별시,은평구,신사동,신사동공공공지,기타,1848.0,0,0,0,0,0
서울특별시,은평구,녹번동,호연어린이공원,어린이공원,528.0,0,3,0,0,0
서울특별시,은평구,녹번동,녹번서근린공원,근린공원,29945.0,0,0,2,2,1
서울특별시,은평구,녹번동,녹번동근린공원,근린공원,39373.0,0,0,0,0,0
서울특별시,은평구,신사동,신사근린공원<시공원>,근린공원,111650.0,2,1,1,1,1
서울특별시,은평구,구산동,봉산도시자연공원<시공원>,기타,1512881.0,6,4,2,1,1
서울특별시,은평구,진관동,진관근린공원<시공원>,근린공원,1313671.9,2,2,1,1,1
서울특별시,은평구,진관동,서오릉도시자연공원<시공원>,기타,1082847.0,3,1,2,3,1
서울특별시,은평구,불광동,불광근린공원<시공원>,근린공원,131471.0,2,0,2,1,0
서울특별시,은평구,진관동,향림근린공원<시공원>,근린공원,253629.0,4,1,2,1,1
서울특별시,은평구,녹번동,북한산도시자연공원<시공원>,기타,730342.0,3,1,1,1,1
